Date,Open,High,Low,Close,Adj Close,Volume
2015-08-13,15.533400,15.583500,15.164000,15.214100,11.485829,17651615
2015-08-14,15.226600,15.427000,15.070100,15.132700,11.424377,18397667
2015-08-17,15.063900,15.314300,14.825900,14.876000,11.230587,8763996
2015-08-18,14.838500,15.520900,14.613100,15.176600,11.457518,29771009
2015-08-19,14.926100,14.944900,14.525400,14.719500,11.112436,19612018
2015-08-20,14.619300,14.769600,14.450300,14.638100,11.050982,21348175
2015-08-21,14.519200,14.769600,14.337600,14.475300,10.928078,26272342
2015-08-24,13.868000,14.644400,13.617600,14.412700,10.880814,31082949
2015-08-25,14.738300,14.819700,14.156000,14.156000,10.687021,24070283
2015-08-26,14.494100,15.120200,14.262500,15.076400,11.381872,32035679
2015-08-27,15.276700,15.683700,15.101400,15.502100,11.703251,27223794
2015-08-28,15.164000,15.552200,14.894800,15.007500,11.329858,22152684
2015-08-31,14.512900,14.625600,14.312500,14.431500,10.895009,35667073
2015-09-01,13.961900,14.237400,13.899300,14.018300,10.583066,24256516
2015-09-02,14.156000,14.300000,13.905600,14.262500,10.782017,18431528
2015-09-03,14.387700,14.619300,14.012000,14.619300,11.051747,25747502
2015-09-04,14.224900,14.425200,13.999500,13.999500,10.583200,20542547
2015-09-08,14.419000,14.419000,14.212400,14.325100,10.829342,16668538
2015-09-09,14.475300,14.869800,14.462800,14.494100,10.957102,24092803
2015-09-10,14.080900,14.450300,13.880500,14.181100,10.720481,23877501
2015-09-11,14.105900,14.174800,13.955700,14.024500,10.602098,15377202
2015-09-14,14.062100,14.713200,13.961900,14.650600,11.075406,18411084
2015-09-15,14.625600,15.038800,14.575500,14.932400,11.288444,17358050
2015-09-16,15.032600,15.495900,15.032600,15.489600,11.709666,21170406
2015-09-17,15.339300,15.821400,15.214100,15.445800,11.676558,21460937
2015-09-18,15.245400,15.314300,14.481600,14.606800,11.042296,30438000
2015-09-21,14.550500,14.707000,14.037100,14.156000,10.701508,20630712
2015-09-22,13.968200,14.350100,13.705200,14.212400,10.744147,22801786
2015-09-23,14.181100,14.375200,13.730300,13.730300,10.379685,19396396
2015-09-24,13.317100,14.012000,13.054100,13.893100,10.502761,25416083
2015-09-25,14.068400,14.168500,13.467300,13.573800,10.261379,15828731
2015-09-28,13.379700,13.448500,13.066600,13.235700,10.005786,19042137
2015-09-29,13.254400,13.529900,13.123000,13.154300,9.944254,20209531
2015-09-30,13.617600,13.636400,13.085400,13.411000,10.138309,27167733
2015-10-01,13.461100,13.680200,13.348400,13.592500,10.275518,16265565
2015-10-02,13.479800,14.093400,13.373400,14.093400,10.669075,20666011
2015-10-05,14.393900,14.838500,14.237400,14.506600,10.981884,19748898
2015-10-06,14.450300,14.713200,14.362600,14.644400,11.086201,17011457
2015-10-07,14.963700,15.502100,14.763300,15.170300,11.484315,26913299
2015-10-08,14.982500,15.308000,14.926100,15.182800,11.493781,20512520
2015-10-09,15.408200,15.452000,14.775900,15.020000,11.370539,20181420
2015-10-13,14.681900,14.681900,13.924400,14.199800,10.749621,30905500
2015-10-14,14.105900,14.393900,13.961900,14.124700,10.692770,38480860
2015-10-15,14.156000,14.243700,13.780400,14.074600,10.654842,15628921
2015-10-16,14.049600,14.068400,13.680200,13.805400,10.451054,21835800
2015-10-19,13.855500,14.037100,13.749100,13.786600,10.436818,22837404
2015-10-20,13.868000,13.924400,13.379700,13.461100,10.190407,21425319
2015-10-21,13.461100,13.623800,13.304500,13.479800,10.204569,15364265
2015-10-22,13.573800,13.843000,13.529900,13.680200,10.356272,16626692
2015-10-23,14.012000,14.055800,13.461100,13.492400,10.214100,16178038
2015-10-26,13.586300,13.711500,13.185600,13.392200,10.138250,17816286
2015-10-27,13.398400,13.486100,13.248200,13.448500,10.180869,19517624
2015-10-28,13.993200,14.068400,13.918100,14.037100,10.626457,2704698
2015-10-29,13.461100,13.817900,13.173100,13.173100,9.972386,23494332
2015-10-30,13.292000,13.367100,13.054100,13.148000,9.953383,22117865
2015-11-03,13.273200,13.868000,13.110400,13.843000,10.479517,27105761
2015-11-04,14.093400,14.118500,13.442300,13.555000,10.275575,27063276
2015-11-05,13.605100,13.924400,13.486100,13.924400,10.555608,18444146
2015-11-06,13.843000,13.855500,13.555000,13.724000,10.403692,22744607
2015-11-09,13.655100,13.717800,13.367100,13.417200,10.171120,24020769
2015-11-10,13.398400,13.404700,12.991500,13.348400,10.118962,17973451
2015-11-11,13.479800,13.736500,13.373400,13.673900,10.365717,18191149
2015-11-12,13.542400,13.755300,13.204400,13.667700,10.361013,18926820
2015-11-13,13.473600,13.623800,13.317100,13.467300,10.209095,21749232
2015-11-16,13.486100,13.580000,13.310800,13.580000,10.294531,26458256
2015-11-17,13.642600,14.300000,13.642600,14.087200,10.679020,26167087
2015-11-18,14.087200,14.444000,14.005800,14.199800,10.764379,18352147
2015-11-19,14.400200,14.650600,14.287500,14.650600,11.106113,20148198
2015-11-23,14.838500,14.926100,14.337600,14.506600,10.996958,24781037
2015-11-24,14.337600,14.487900,14.055800,14.406500,10.921073,17228996
2015-11-25,14.143500,14.199800,13.680200,13.705200,10.389442,27568790
2015-11-26,13.730300,14.093400,13.711500,14.005800,10.617313,17562811
2015-11-27,13.886800,13.905600,13.436000,13.492400,10.228124,22284933
2015-11-30,13.335800,13.473600,13.054100,13.223100,10.023975,52778355
2015-12-01,13.223100,13.379700,13.035300,13.148000,9.967045,22420535
2015-12-02,13.191800,13.385900,12.897600,13.129200,9.967179,25934375
2015-12-03,13.711500,14.174800,13.586300,13.705200,10.404458,34983152
2015-12-04,13.673900,13.673900,13.304500,13.517400,10.261888,20855119
2015-12-07,13.648900,13.874300,13.348400,13.379700,10.157349,13498576
2015-12-08,13.385900,13.461100,13.029000,13.085400,9.933927,24632817
2015-12-09,13.292000,13.849200,13.273200,13.742800,10.433004,38835598
2015-12-10,13.642600,13.799100,13.148000,13.148000,9.981449,25410972
2015-12-11,12.997700,13.354600,12.972700,13.035300,9.895892,26720197
2015-12-14,12.985200,12.991500,12.728500,12.803700,9.720075,21517318
2015-12-15,12.897600,13.198100,12.878800,13.004000,9.872131,14389174
2015-12-16,12.835000,13.229400,12.590800,13.116700,9.957689,41731481
2015-12-17,13.054100,13.129200,12.778600,12.860000,10.434615,29198732
2015-12-18,12.434300,12.672200,12.183800,12.302800,9.982500,36094963
2015-12-21,12.421700,12.484300,11.914600,11.945900,9.692909,20267669
2015-12-22,12.033600,12.259000,11.958400,12.052300,9.779245,14345730
2015-12-23,12.240200,12.246400,11.996000,12.146300,9.855514,10931556
2015-12-28,12.208900,12.309000,12.064900,12.265200,9.951992,9826293
2015-12-29,12.384200,12.396700,12.233900,12.327800,10.002786,8782523
2015-12-30,12.359100,12.359100,12.021000,12.071100,9.794499,13506562
2016-01-04,11.908300,12.071100,11.758100,11.895800,9.652262,17128851
2016-01-05,11.970900,12.077400,11.776900,11.927100,9.693116,12680490
2016-01-06,11.751800,11.895800,11.557700,11.758100,9.555771,23527394
2016-01-07,11.507600,11.708000,11.482600,11.520200,9.362432,32834439
2016-01-08,11.657900,11.695500,11.269700,11.294800,9.179247,19678302
2016-01-11,11.338600,11.470100,10.944200,10.975500,8.919758,17734350
2016-01-12,11.113200,11.138200,10.850200,10.912800,8.868798,18231079
2016-01-13,11.081900,11.113200,10.656100,10.756300,8.741611,19717913
2016-01-14,10.831500,11.081900,10.656100,11.081900,9.006223,20249141
2016-01-15,10.887800,10.887800,10.599800,10.800100,8.777210,25859626
2016-01-18,10.806400,10.894100,10.706200,10.706200,8.700895,14828245
2016-01-19,10.956700,10.969200,10.687500,10.781400,8.762011,15068463
2016-01-20,10.656100,10.844000,10.599800,10.806400,8.782327,25809474
2016-01-21,10.737500,10.912800,10.599800,10.649900,8.655141,23948416
2016-01-22,10.743800,10.881500,10.656100,10.869000,8.833206,21191170
2016-01-26,10.725000,10.856500,10.656100,10.743800,8.731452,18065130
2016-01-27,10.731300,11.013000,10.706200,10.875300,8.838325,32277335
2016-01-28,11.013000,11.013000,10.781400,10.894100,8.853601,21618900
2016-01-29,10.950400,11.363600,10.869000,11.363600,9.235165,34247481
2016-02-01,11.282200,11.664200,11.150800,11.657900,9.474341,21702274
2016-02-02,11.326100,11.520200,11.125700,11.175800,9.097349,40041963
2016-02-03,11.770600,11.952200,11.495100,11.714200,9.535618,79661308
2016-02-04,11.877000,12.691000,11.632900,12.352900,10.055530,51767328
2016-02-05,12.352900,12.540700,12.152500,12.227600,9.953538,25854355
2016-02-10,12.033600,12.396700,12.033600,12.365400,10.065710,12608456
2016-02-11,12.127500,12.246400,11.914600,12.046100,9.805790,15992444
2016-02-12,12.196300,12.196300,11.883300,12.083600,9.836316,15426875
2016-02-15,12.240200,12.365400,12.058600,12.083600,9.836316,8465639
2016-02-16,12.115000,12.615800,12.027300,12.515700,10.188053,20269586
2016-02-17,12.603300,12.972700,12.346600,12.653400,10.300146,32113462
2016-02-18,12.578300,12.578300,12.259000,12.396700,10.091184,20421160
2016-02-19,12.271500,12.559500,12.208900,12.446800,10.131970,17957000
2016-02-22,12.766100,13.198100,12.728500,13.097900,10.661978,28475041
2016-02-23,12.891300,13.267000,12.853700,12.972700,10.560061,18690753
2016-02-24,12.803700,12.960200,12.540700,12.947700,10.539711,15359314
2016-02-25,12.828700,13.179300,12.728500,12.910100,10.509105,16881445
2016-02-26,13.173100,13.210600,12.784900,12.947700,10.539711,13696628
2016-02-29,13.141700,13.423500,13.004000,13.360900,10.876067,33046866
2016-03-01,13.442300,13.830500,13.429800,13.736500,11.181815,25745745
2016-03-02,13.705200,14.024500,13.605100,14.024500,11.432041,24586019
2016-03-03,15.276700,15.276700,15.276700,15.276700,12.452771,43775099
2016-03-04,15.276700,16.892099,15.276700,16.854500,13.738908,69659003
2016-03-07,16.841999,16.841999,16.028000,16.378700,13.351063,26598171
2016-03-08,16.278500,16.873301,16.190800,16.460100,13.417417,36899792
2016-03-09,16.729300,17.029800,15.715000,15.715000,12.810051,39030616
2016-03-10,16.059401,16.447500,15.664900,16.184601,13.192847,33822307
2016-03-11,16.184601,16.829500,16.146999,16.760599,13.662368,31173830
2016-03-14,16.816900,17.324100,16.622801,16.654100,13.575556,25401389
2016-03-15,16.040600,16.266001,15.546000,15.777600,12.861077,25313703
2016-03-16,15.452000,15.546000,14.775900,15.427000,12.575286,34860487
2016-03-17,17.029800,17.511900,16.203400,17.436800,14.213575,54000054
2016-03-18,17.355400,17.593300,16.810699,17.205099,14.024704,35831425
2016-03-21,17.217600,17.593300,17.123699,17.493099,14.259465,17597789
2016-03-22,17.336599,17.524401,17.192600,17.311501,14.111434,23192621
2016-03-23,17.073601,17.161301,16.535200,16.748100,13.652176,18110650
2016-03-24,16.278500,16.597799,16.228399,16.441299,13.402092,14892292
2016-03-28,17.148800,17.443001,16.760599,17.242701,14.055354,22418299
2016-03-29,17.324100,17.655899,16.841999,17.543200,14.300301,19343050
2016-03-30,17.693501,18.031601,17.468100,17.568199,14.320679,18842807
2016-03-31,16.942101,16.942101,16.942101,16.942101,13.810319,113720
2016-04-01,17.280199,17.280199,17.280199,17.280199,14.085919,23319
2016-04-04,16.566500,16.566500,16.566500,16.566500,13.518994,185754
2016-04-05,16.641600,16.641600,16.641600,16.641600,13.580277,41048
2016-04-06,16.203400,16.203400,16.203400,16.203400,13.222691,93276
2016-04-07,16.328600,16.328600,16.328600,16.328600,13.324854,15013
2016-04-08,16.967199,17.305300,16.879499,17.161301,14.004375,17220690
2016-04-11,17.449301,17.449301,17.449301,17.449301,14.239392,40888
2016-04-12,18.269501,18.269501,18.269501,18.269501,14.908718,75867
2016-04-13,20.096399,20.096399,20.096399,20.096399,16.399549,234788
2016-04-14,18.507401,18.657600,17.737301,17.968901,14.663408,22681358
2016-04-15,18.100401,18.200600,17.850000,18.050301,14.729837,18661844
2016-04-18,17.906300,18.250700,17.534401,17.947701,14.646113,16869045
2016-04-19,17.989000,17.989000,17.989000,17.989000,14.679816,28894
2016-04-20,17.892599,18.044100,17.617100,17.975201,14.668556,15437083
2016-04-22,17.562000,17.809900,17.458700,17.596399,14.359437,11482706
2016-04-25,17.562000,17.727301,17.079901,17.190100,14.027878,12599875
2016-04-26,17.320900,17.899401,17.141899,17.809900,14.533662,11553854
2016-04-27,17.809900,18.581301,17.809900,18.436600,15.045074,20367784
2016-04-28,17.906300,18.381500,17.637699,18.057899,14.736037,30373516
2016-04-29,18.216299,18.278200,17.630899,17.837500,14.556192,20433270
2016-05-02,17.844400,17.927000,17.279600,17.486200,14.269508,13272006
2016-05-03,17.100500,17.451799,16.942101,17.107401,13.975565,21947560
2016-05-04,17.190100,17.837500,17.183201,17.837500,14.572003,19522720
2016-05-05,17.982100,18.147400,17.231400,17.389799,14.206262,16213903
2016-05-06,17.210699,17.727301,17.183201,17.472500,14.273822,9374257
2016-05-09,17.231400,17.768600,16.742399,17.582600,14.363763,27403450
2016-05-10,17.789301,18.340200,17.679100,18.340200,14.982670,17775384
2016-05-11,18.588200,18.891199,18.354000,18.519300,15.128978,18495285
2016-05-12,18.732800,19.146000,18.292000,18.918699,15.455262,20569177
2016-05-13,18.787901,18.911800,17.837500,18.154301,14.830799,18600120
2016-05-16,18.030300,18.285101,17.775499,17.837500,14.572003,10620654
2016-05-17,17.933901,18.009600,17.238300,17.259001,14.099408,10805348
2016-05-18,17.073000,17.768600,17.045500,17.334700,14.161243,17222898
2016-05-19,17.183201,17.231400,16.838800,16.976601,13.868704,13451182
2016-05-20,17.197001,17.279600,16.701099,16.790600,13.716753,7744822
2016-05-23,16.432501,17.011000,16.315399,16.838800,13.756130,11889992
2016-05-24,17.024799,17.155600,16.687300,16.887100,13.795593,8848342
2016-05-25,17.045500,17.238300,16.790600,16.818199,13.739302,9630680
2016-05-27,16.845699,17.052299,16.460100,16.577101,13.542342,9188982
2016-05-30,16.528900,16.701099,16.411800,16.528900,13.502962,3197594
2016-05-31,16.425600,16.652901,15.309900,15.702500,12.827851,44317363
2016-06-01,15.909100,16.143200,15.557900,15.991700,13.064107,20693323
2016-06-02,15.978000,16.597799,15.874700,16.494499,13.490864,16839424
2016-06-03,16.597799,16.859501,16.398100,16.577101,13.558429,14563850
2016-06-06,16.659800,16.701099,16.157000,16.480700,13.479578,11406621
2016-06-07,16.425600,16.735500,16.287901,16.694201,13.654200,10651726
2016-06-08,16.804399,17.348499,16.701099,17.217600,14.082294,20154195
2016-06-09,17.114300,17.300301,16.845699,17.245199,14.104867,11160217
2016-06-10,17.004101,17.107401,16.549601,16.556499,13.541576,8828014
2016-06-13,16.425600,16.928400,16.281000,16.832001,13.766915,12414019
2016-06-14,16.783701,17.079901,16.205200,16.501400,13.496514,17733856
2016-06-15,16.597799,16.825100,16.281000,16.528900,13.519002,27523240
2016-06-16,16.260300,16.838800,16.122601,16.776899,13.721843,14890986
2016-06-17,17.011000,17.100500,16.480700,16.673599,13.637351,17792662
2016-06-20,17.045500,17.203899,16.838800,16.948999,13.862604,15371307
2016-06-21,16.763100,17.217600,16.646000,17.148800,14.026026,15242224
2016-06-22,17.183201,17.562000,16.983500,17.114300,13.997806,14889534
2016-06-23,17.279600,17.699699,17.059200,17.541300,14.507923,11967093
2016-06-24,16.832001,17.183201,16.763100,17.107401,14.149062,24729447
2016-06-27,17.121201,17.224501,16.329201,16.432501,13.590862,25488408
2016-06-28,16.866400,16.976601,16.597799,16.838800,13.926904,15438099
2016-06-29,17.059200,17.279600,16.935301,17.245199,14.263027,15798631
2016-06-30,17.155600,17.651501,17.079901,17.341600,14.342758,29215546
2016-07-01,17.410500,17.727301,17.183201,17.644600,14.593359,18368090
2016-07-04,17.775499,17.927000,17.685900,17.706600,14.660399,5633324
2016-07-05,17.630899,17.823700,17.382900,17.699699,14.654694,8251861
2016-07-06,17.527500,17.761700,17.231400,17.699699,14.654694,10632560
2016-07-07,17.685900,18.030300,17.575800,17.768600,14.711738,11378307
2016-07-08,17.906300,18.278200,17.809900,18.257601,15.116611,16376672
2016-07-11,18.319599,18.519300,18.071600,18.464199,15.287665,10212351
2016-07-12,18.594999,18.698299,18.236900,18.312700,15.162233,17224785
2016-07-13,18.264500,18.719000,18.167999,18.719000,15.498633,14536552
2016-07-14,18.939400,19.497200,18.939400,19.490400,16.137318,29631835
2016-07-15,19.490400,19.697001,19.325100,19.490400,16.137318,14270836
2016-07-18,19.462799,19.972500,19.435301,19.896700,16.473722,18482362
2016-07-19,19.841600,19.910500,19.648800,19.820900,16.410963,10698626
2016-07-20,19.903601,20.075800,19.600500,19.993099,16.553537,13613661
2016-07-21,19.972500,20.089500,19.511000,19.841600,16.428104,17412093
2016-07-22,19.841600,20.110201,19.676300,19.972500,16.536482,10012992
2016-07-25,20.068899,20.151501,19.703899,19.910500,16.485155,9269713
2016-07-26,19.903601,20.027500,19.703899,19.752100,16.354004,8976990
2016-07-27,19.813999,20.144600,19.745199,19.820900,16.410963,15081778
2016-07-28,19.628099,19.697001,18.753401,18.939400,15.681116,34580977
2016-07-29,18.905001,19.628099,18.870501,19.531700,16.171518,17355030
2016-08-01,19.593700,19.958700,19.511000,19.559200,16.194290,9938649
2016-08-02,19.393900,19.717600,18.987600,19.304399,15.998851,20572952
2016-08-03,19.214899,19.772699,19.146000,19.752100,16.369884,13048398
2016-08-04,19.834700,20.144600,19.800301,19.965599,16.546820,14993352
2016-08-05,20.006901,20.172199,19.710699,20.089500,16.649513,10856023
2016-08-08,19.944901,20.089500,19.807199,19.889799,16.483995,8041321
2016-08-09,19.951799,20.089500,19.690100,19.786501,16.398394,9181431
2016-08-10,19.834700,19.951799,19.208000,19.504101,16.164347,13403557
2016-08-11,19.524799,20.096399,19.373301,20.082600,16.643791,14039968
2016-08-12,19.965599,20.316799,19.938000,20.110201,16.666658,10593646
2016-08-15,20.172199,20.502800,20.089500,20.406300,16.912066,7952168
2016-08-16,20.296101,20.371901,20.020700,20.096399,16.655222,17406721
2016-08-17,20.034401,20.323700,19.786501,20.323700,16.843601,13898544
2016-08-18,20.247900,20.468300,20.096399,20.378799,16.889273,10770210
2016-08-19,20.282400,20.344400,19.944901,20.261700,16.792231,10331706
2016-08-22,20.179100,20.247900,19.641899,19.717600,16.341291,8856474
2016-08-23,19.903601,20.082600,19.490400,19.504101,16.164347,17509813
2016-08-24,19.421499,19.552299,19.159800,19.366400,16.050224,10319799
2016-08-25,19.421499,19.628099,19.297501,19.455900,16.124399,9417236
2016-08-26,19.593700,20.055099,19.373301,19.724501,16.347004,16598102
